"","1848","1849","1850","1851","1852","1853","1854","1855","1856","1857","1858","1859","1860","1861","1862","1863","1864","1865","1866","1867","1868","1869","1870","1871","1872","1873","1874","1875","1876","1877","1878","1879","1880","1881","1882","1883","1884","1885","1886","1887","1888","1889","1890","1891","1892","1893","1894","1895","1896","1897","1898","1899","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002"
"1",12210.4050591588,12193.2900206662,11651.7654268013,9785.73967108956,9242.86315220752,6985.53166438741,6547.40380517125,6679.40734800674,6940.56639113656,7180.75943680767,7325.45155772835,7086.75515091689,6918.21763220358,6879.33650406209,6746.51543485778,6745.18882503397,6603.80682479968,6345.76735301552,5958.85263850487,5616.13706919988,5230.92330770458,4917.90015921712,4723.34788460891,4278.63500499441,4293.34783729013,4247.18439739659,4246.83064166899,4292.7455177116,4236.34174244198,4293.36542352501,4165.94169588175,4216.53406754608,4093.63038704002,3766.64256206535,3474.95364876899,3358.81219842083,3431.87526232907,3395.35689306516,3151.45450931992,3097.24166240005,2971.97870984314,2917.9780803057,2892.47280882532,2857.46791693003,2679.67988601803,2436.75464119852,2344.20074947106,2198.32843609404,2158.75963212008,2116.60080248965,2061.8401641738,1836.20715289949,1673.39365071046,1586.68507245381,1585.38035289721,1482.45852222369,1419.47806037634,1383.33251547434,1328.719337984,1306.51531726503,1258.40238899626,1182.81934715836,1163.31142997141,1166.07878473781,1159.60471396997,1162.1481161892,1180.28093477022,1162.79755036431,1181.09920887609,1200.26927901327,1208.7807065086,1225.39406410252,1236.89923677118,1249.02525320216,1284.82569768802,1293.44205153356,1327.72483857351,1335.73397560718,1332.50092090487,1345.97942412883,1380.05547128483,1400.11072250613,1420.78222411017,1454.566993904,1475.33706242549,1501.60320076517,1534.56333124508,1568.61679932425,1609.77840776977,1643.79231632114,1651.59907746359,1675.91529551521,1718.18595871934,1759.96772875629,1786.16175752219,1824.61698943046,1875.72544188029,1934.44454223979,1981.05446093151,2032.09565562104,2083.92754967514,2149.84560753919,2215.27856262566,2271.92239013203,2330.63212670661,2402.69713763519,2448.7154025855,2526.75006631327,2581.83978213915,2662.34941818177,2751.16325166739,2843.03189154254,2940.84584530751,3012.4647536486,3101.39547328855,3190.24643428771,3286.74829998778,3377.83859795203,3481.20676895776,3578.53645039925,3690.14664086858,3791.09136407256,3890.16607402297,3976.72888813189,4087.42660046736,4183.0321156292,4274.73841235893,4377.40296459173,4492.26977240002,4570.13887729642,4651.84833024387,4789.65677345728,4926.14214660207,5054.3662259423,5191.28873136811,5342.71754869405,5495.6192056331,5651.51880423147,5812.3442303633,5968.54544477025,6120.71691589135,6276.12728736251,6436.87625239057,6584.70532941223,6728.32567163453,6874.22686158766,7016.58946945495,7172.27634031593,7310.47459451841,7460.56703827521,7594.6035268764,7723.92240511597,7853.16948250895,7982.14684328802,8110.58715406098
"2",11051.2731503695,11034.0381171274,10489.8019047914,8642.00280415591,8175.71835981448,5972.32849438714,5579.10753117877,5747.03607843169,6041.52593380295,6313.08416163893,6486.46474758878,6271.45778486694,6124.20162583221,6105.20280939573,5989.99720892431,6005.48291326265,5879.63253187235,5638.90449508777,5271.78744917116,4950.90668977559,4586.9551874159,4293.80810211316,4117.84308657625,3688.46851164212,3717.6708346482,3685.69785723673,3699.38645352427,3759.55200375835,3716.91469825488,3787.94631960416,3673.73023564789,3738.27796953638,3629.17667951561,3314.57540107072,3033.88643637733,2928.3022626201,3013.04287731943,2988.6341894737,2755.62593341275,2711.92871287266,2596.56540446648,2552.18666939393,2536.29073700635,2510.87715395412,2341.63449387381,2105.55970087172,2019.1071908087,1878.44862231685,1843.80631608991,1806.43033567879,1756.22056109079,1533.70259796513,1372.59001070606,1286.76730410014,1286.23468592956,1183.39119413739,1119.87587974424,1082.78131209491,1026.68335653115,1002.6647351513,952.246421092544,873.642517403046,850.725192229681,849.913691932359,839.571564823562,838.034065933507,852.022748516676,830.141938611963,843.928652368359,858.55421710026,862.423816263665,874.320155643199,881.017685962578,888.230508308351,919.187561213561,922.895425812526,952.309374289369,955.365375748838,946.943124177312,955.07161008822,983.832028268143,998.540498178781,1013.80546527265,1042.22172778593,1057.59952804577,1078.46056802509,1106.06375013776,1134.82417708768,1170.8323208135,1199.78829502211,1202.45592660039,1221.6035634432,1258.82685146754,1295.7176339601,1317.08570347717,1350.82535750225,1397.44470220188,1452.01224691871,1494.75505980005,1542.21864742316,1590.7914714688,1653.88094317368,1716.97879251631,1771.77906918683,1829.12880203385,1900.41266122213,1946.1092350102,2024.4750700422,2080.48853423753,2162.62846894294,2253.93119517603,2349.24708125799,2451.54418532132,2528.54902495317,2623.82842415143,2720.0713797663,2825.1229956186,2925.93647415125,3040.28533999709,3149.91290693116,3275.20506519375,3391.23307228694,3506.73878325677,3610.99493719981,3740.8290861144,3856.91930657342,3970.4848407223,4096.4339698547,4236.07753236062,4339.90813904328,4448.8764721354,4615.59364485402,4782.38737038435,4942.1531639948,5111.87533421936,5297.28152745403,5485.0781975694,5676.56916060324,5873.46571430664,6065.87115913823,6254.12975353812,6445.30109117671,6641.17364920922,6822.95850623911,6999.29320921177,7176.46466750819,7348.23078144412,7531.33515917069,7694.04370720045,7866.14667558659,8018.78258183815,8163.66978112808,8305.41302311562,8443.58593897379,8577.7400499932
"3",14815.2539995499,14798.3772919039,14262.9982873566,12381.8567946674,11729.9045785419,9393.61502490701,8868.53692746351,8923.43229364435,9112.73886505743,9286.21696303181,9370.34571973425,9081.29404743432,8866.41652374083,8783.65826236266,8611.66596657987,8572.92023369724,8398.52313493522,8106.78249926298,7685.4468492292,7305.55030017711,6883.81817885897,6535.56073628363,6306.91678301405,5833.70695231359,5819.41765883196,5745.1312494529,5716.84730795333,5734.57361729126,5651.25854015968,5680.95762975861,5528.54212329107,5553.15781147504,5405.90262335672,5058.17685700315,4748.31336772355,4614.46537311643,4668.06047255386,4612.10940816181,4351.61465082056,4280.89423778397,4140.47508117358,4071.70068116687,4031.50002852392,3982.15055824259,3792.29684342626,3540.41598886981,3439.97455105903,3288.16609723096,3243.01321316469,3195.6852748409,3136.406923982,2909.3811431421,2747.22119842092,2662.2775775952,2662.70340436011,2562.97363969612,2504.00713494658,2472.5267854667,2423.59687970013,2407.49543822978,2366.38991343176,2298.97036349606,2287.9853684074,2299.4258174282,2302.16078411288,2314.19655820434,2341.798578657,2334.17077194912,2362.30418851917,2391.2351555207,2409.56947310221,2435.98274352262,2457.31629046772,2479.31148150035,2524.68138439458,2542.92113687276,2586.53296079381,2603.95636220187,2610.39536913999,2633.58069934619,2677.09479205269,2706.51705750196,2736.4724652768,2779.26607981713,2808.94441139281,2843.9362466132,2885.33947219198,2927.5370539397,2976.42061391225,3017.83463575239,3033.06409455861,3064.60170476702,3113.64570511058,3161.75377940986,3194.02583197669,3238.14491221943,3294.32078772761,3357.37496715546,3407.74010047369,3461.89469399338,3516.17341155026,3583.66449817054,3649.77159087059,3706.2622775882,3763.96823791254,3833.99764826027,3877.28551710749,3951.43176223406,4001.77362349814,4076.33945141078,4157.87403846722,4241.04553288984,4328.64922303371,4388.89251023227,4465.04975673548,4539.71207438006,4620.46640426474,4694.31334047545,4778.77558599792,4855.58176227078,4944.8808011476,5021.85208938163,5095.33811643642,5154.8781375905,5236.75057181673,5302.00884253205,5361.82180442417,5430.90932301668,5510.39667991119,5551.67438582475,5595.34175168959,5692.91567640298,5787.34352371158,5871.86031808025,5963.27813367793,6067.33427941161,6171.18020657748,6276.43242469032,6385.08415814154,6487.8255636813,6585.37833659577,6685.04437388721,6789.0235971527,6879.48325233917,6965.11439534086,7052.44913287114,7135.94341478613,7232.36318380718,7311.70560587898,7402.89415581522,7478.79712381533,7550.51583823392,7622.75366929666,7695.53614211876,7768.81692168046
"4",16327.1136535332,16310.4532212518,15781.4647077239,13910.2776692579,13222.301483994,10870.0157773566,10304.7116069736,10316.9969312747,10464.8113249514,10599.3480285943,10648.0134485058,10330.5345265638,10088.1873715229,9978.06819503042,9781.53234567395,9718.61359807669,9524.95750140839,9215.85175563845,8780.83476789187,8386.10904896674,7949.38030289157,7585.06455876364,7339.07944412193,6851.95842083461,6819.69092077959,6728.26207325551,6682.42379573096,6682.15122462263,6582.03612872447,6594.10156808335,6426.77119431983,6435.4752291199,6275.04878851436,5917.63023868548,5598.91721121345,5455.04481121709,5496.92544703656,5430.10552740983,5161.29453624151,5080.5207213187,4930.92477767533,4852.46137981045,4802.2440293,4743.18740147413,4545.50815061217,4287.52386995237,4180.5049588592,4023.56524897855,3972.65963233697,3919.73393681738,3855.27400427205,3625.74767545094,3461.18328178162,3373.61289262755,3370.67929521951,3268.83634417612,3207.63136792929,3173.97161455601,3123.45306118021,3105.58655465631,3063.24901560144,2995.09718918436,2982.93468623403,2992.9910966653,2994.69593714548,3005.70601901557,3032.036242441,3023.3491993155,3050.01401971259,3077.29102760631,3093.90228448551,3118.37682918364,3137.64362466416,3157.43961060486,3200.20210469182,3215.88506784734,3256.40975897509,3270.82190508847,3274.24538474628,3294.08900303099,3333.85336353813,3359.42899368748,3385.30852695866,3423.64509104474,3448.75275622604,3478.87714646548,3515.07887784997,3551.76163624198,3594.76408624159,3630.04033809443,3639.1735313208,3664.22300454665,3706.27994372906,3747.04604709081,3771.82916728965,3808.01383816582,3855.74485418788,3909.87560966116,3951.04927812236,3995.56899425605,4039.79669287704,4096.64461254862,4151.65811286682,4196.7377106088,4242.58091785861,4300.12367322226,4330.75644853829,4391.44517759032,4428.10693326982,4488.21305183746,4554.64885004428,4622.14360659098,4693.44238769303,4737.1434397251,4796.02377269544,4852.8622497894,4915.16846289796,4970.09201154342,5034.92936142348,5091.65120613159,5160.12320936868,5215.85092207632,5267.55002536297,5304.89619028959,5363.73014518337,5405.58351079184,5441.53849428819,5486.10937462296,5540.40792322801,5556.44229253385,5574.31970763325,5644.89123305652,5711.85798407888,5768.53007336332,5831.52673647995,5906.52452905261,5980.87225964614,6056.13808092014,6134.32548716542,6206.26862782444,6272.65966872416,6340.69250047609,6412.61358955307,6470.82987503023,6523.79815903324,6577.99165136131,6627.99372685716,6690.35695202197,6735.5521966168,6792.07729003909,6833.25877137875,6869.98980848577,6906.9352072921,6944.16500565955,6981.66131488334
"5",13150.2297986299,13133.3955525432,12600.2190918269,10749.1443428636,10172.0314732576,7909.49696877467,7444.67188175257,7545.20451952723,7772.5491559342,7978.45904355221,8090.18454254584,7825.25764415723,7631.02675110591,7565.65424717902,7408.73097839275,7382.82507869288,7222.13237922943,6948.00485298597,6550.85540781756,6198.07050292243,5803.47289084217,5480.03215398573,5273.27216175769,4820.36354112826,4821.12614238309,4761.43306574308,4746.40983971989,4776.41817465625,4704.99683332936,4745.26859056107,4604.01610936693,4639.10802610273,4504.00332373623,4169.25135165412,3870.85486246567,3746.41071088841,3808.89435464364,3762.83076440441,3512.55154788227,3449.48151547277,3316.30932391745,3253.49610786562,3218.53049132434,3174.19687051633,2989.27820655751,2741.17287693825,2642.53042180855,2492.23742438829,2447.28560201395,2399.8700953096,2340.29980541664,2113.21043533,1948.94785362412,1860.42560579719,1856.3462510427,1752.29785712782,1688.02475038843,1650.63483558026,1595.51987281929,1572.60445604752,1524.48942984747,1449.59796128857,1430.25031417392,1432.98617951365,1426.99877516013,1430.13188284164,1448.65687485216,1431.98018335747,1450.67809978175,1470.15396979099,1479.02392816253,1495.84921185283,1507.53200413866,1519.79637000916,1555.3487691024,1563.91962060454,1597.57867356291,1605.18933796661,1601.66309951553,1614.52986254739,1647.59574871089,1666.64490580396,1686.13682573118,1718.37650012058,1737.58582455735,1762.03120232473,1792.86358317559,1824.5031217791,1862.90184682236,1893.93057512689,1898.91757332673,1920.00611224562,1958.49656019934,1996.12668637291,2018.0647311956,2051.7607845997,2097.51564681672,2150.32757244183,2190.73902164705,2235.04839642336,2279.64019248677,2337.5699564345,2394.4407241212,2442.11710806608,2491.25959854175,2552.91280103579,2588.24965658134,2654.5014810958,2697.43776844573,2764.67982423705,2839.2744170951,2916.03696292195,2997.77154090169,3052.82492051781,3124.038030376,3194.24513652593,3271.06556022852,3341.61323188791,3423.26265120785,3498.00578045895,3585.76825955845,3662.02577700378,3735.38498070491,3795.3667446386,3878.03503052754,3944.78773240691,4006.70209100338,4078.35331275797,4160.9768801681,4206.19282983546,4254.15567610834,4356.25923495486,4456.1831710816,4547.11307992838,4645.78114330544,4757.98356002574,4871.05230178403,4986.51248806952,5106.40512584296,5221.48681524629,5332.37993239188,5446.2820208125,5565.51056101874,5672.27653845102,5774.95371809466,5880.04399216144,5982.05471679575,6097.66275210457,6196.97360946089,6308.74948501781,6405.96322635318,6499.59934055151,6594.3408951107,6690.20754536563,6787.11608668282
"6",12527.4803093635,12510.464494567,11971.888264128,10111.1259099164,9556.43623684072,7297.6389214563,6851.03588910431,6972.83708296744,7222.76766697936,7451.34669107648,7584.69478938159,7336.88758564429,7159.41057373584,7111.26988369272,6969.96330754289,6959.92981490406,6811.6000665711,6547.79185407448,6157.20726323267,5811.02025941726,5422.68947818267,5106.27099247684,4907.73838708874,4460.47354401686,4470.62794605424,4420.01861660758,4414.79110706397,4455.35770354331,4393.87578662094,4445.16834809132,4312.98835149697,4358.20228059232,4231.04044765775,3901.35771170123,3607.38489487082,3488.43273620383,3557.88768053522,3518.12146276979,3272.09514708711,3214.91024422039,3087.01208976789,3030.06212485801,3001.37512829487,2963.2195210295,2783.04531449421,2538.4213424917,2443.85017809767,2296.53958143243,2255.1980386937,2211.30877119234,2154.97163877538,1928.94147241555,1765.75803252854,1678.56665102223,1676.44960010755,1573.2993249347,1510.04478758211,1473.64734963216,1419.04638434232,1396.78925435828,1348.87694148281,1273.74970107407,1254.52340479466,1257.51160978175,1251.44180622049,1254.43261867281,1272.95236894032,1256.01250039488,1274.72455220964,1294.28298981646,1303.2115212575,1320.20049584239,1332.07943668049,1344.57538609508,1380.61953919921,1389.56017002234,1423.97485903115,1432.20287861521,1429.23615238524,1442.88034908567,1476.99140219851,1497.0915008533,1517.75683527575,1551.41665122483,1572.06524720343,1598.12881474213,1630.78806591327,1664.44906854407,1705.10406976728,1738.54157025855,1745.83943494035,1769.51503893297,1810.96029305037,1851.79329838077,1877.00905685773,1914.31750949133,1964.07652918713,2021.25557548789,2066.22612670599,2115.44451192853,2165.27782494693,2228.93606989538,2291.90668361354,2345.94436203116,2401.83672636492,2470.78593414304,2513.58997811563,2588.02127517455,2639.37069993285,2715.74354557803,2800.07594719671,2887.13858164973,2979.79003878382,3046.06011192526,3129.22431081096,3211.96652009395,3301.97690813324,3386.25348048604,3482.37518153983,3572.13161239228,3675.70458191593,3768.29432765325,3858.6324655063,3936.13524197156,4037.24530149509,4122.95403899133,4204.4160730177,4296.3914845852,4400.12221614724,4466.70032153472,4536.72620006849,4662.15498461369,4785.95912858893,4901.25169289927,5024.91888304292,5162.77425665966,5301.92657256719,5443.91384734043,5590.71796900405,5732.91368983933,5871.11932827205,6012.59218030732,6159.52696229905,6293.85215980597,6424.16773450018,6556.97979389604,6686.60217611506,6829.84431156579,6956.24767014502,7094.9709026801,7218.4190567584,7337.79655698605,7457.76660963567,7578.21772381905,7698.95487227297
"7",16001.9794758409,15985.1592753991,15451.1521196726,13563.6768900911,12874.8069312301,10507.0716115507,9944.78767121088,9966.16179908094,10125.0030999719,10270.9545133811,10330.526037542,10020.5655038749,9786.36122171515,9685.53958953218,9497.34842716957,9443.40347283036,9255.3057008709,8949.43421894302,8513.1941629273,8117.04361717483,7678.8885329407,7314.48895535565,7070.15333104196,6582.84262758605,6554.77385596939,6467.13747047093,6425.81936354834,6430.70693923171,6335.10115892351,6352.69478651812,6188.89739828412,6202.06226935991,6043.73840493382,5685.8318743461,5366.55484170731,5223.57992800878,5267.65090493688,5202.12280032933,4932.76291356719,4853.43189227116,4704.80983489384,4628.07292809995,4580.03399951129,4522.99654285329,4326.08426391873,4068.06994696986,3961.95845528575,3804.99615977357,3754.88876550925,3702.72341838395,3638.76765306118,3407.79302433062,3242.3569116001,3154.5067018991,3152.04507313628,3049.71090188519,2988.38088972505,2954.67202645534,2903.68851539809,2885.60590541118,2842.65035532725,2773.61861314075,2761.09757878977,2770.95206663181,2772.06143276554,2782.39599254172,2808.15737331684,2798.65393171919,2824.78372436027,2851.54253114095,2867.57317120329,2891.52923838956,2910.26604359613,2929.51751075608,2971.9040386082,2987.00415402479,3027.27375818647,3041.19864358407,3044.04683661056,3063.5084524008,3103.0608050686,3128.32001071221,3153.91962758898,3192.11223257895,3216.97365970924,3246.92259426015,3283.02524644885,3319.66002047266,3362.6773050456,3397.95259068938,3406.84734460092,3431.81610662711,3473.99233589798,3514.9268002396,3539.76167265106,3576.15094052731,3624.25737559434,3678.85814376667,3720.42171894856,3765.42132932895,3810.18573975025,3867.75637001913,3923.52654005816,3969.27500631659,4015.83782251225,4074.28830516292,4105.6438548856,4167.39389595947,4204.95365807147,4266.27822760888,4334.08805029649,4403.03531524512,4475.9013477976,4520.98526895354,4581.50448307269,4640.05955848357,4704.20530530631,4760.96793276057,4827.83577607926,4886.55792804682,4957.24943017401,5015.13395109724,5069.06441722645,5108.62830602546,5170.00716552554,5214.35724192004,5252.81994173375,5300.08299648017,5357.2618495878,5375.90753159537,5396.50592793948,5470.40906583025,5540.73853669511,5600.76707627089,5667.2504736056,5745.9172100122,5823.97623347882,5903.05953890689,5985.16567936409,6061.03197186526,6131.38316498757,6203.50409850802,6279.59794955378,6341.91523770783,6399.10159082929,6457.67442811063,6512.1385997116,6579.21061695532,6629.07982191109,6690.51252818031,6736.56543129591,6778.24179963122,6820.23179929487,6862.59115807529,6905.30384295354
"8",12001.3038977049,11984.1077175893,11440.1345899034,9568.68995449505,9032.20175155117,6773.10072564733,6339.06264468917,6477.11630810537,6745.54487750615,6993.66470577576,7146.38046333184,6914.15024649918,6752.06837215447,6720.03469300737,6593.57058485462,6598.88989199099,6462.78192906446,6208.87600842297,5824.11533606755,5483.14097063171,5099.26248738116,4787.7801028912,4595.27822310062,4151.49627518853,4168.88912551975,4125.34774621566,4128.01411518421,4177.38431099326,4124.26136277548,4185.15762641033,4060.84356117465,4115.0752770037,3994.87814477692,3669.29149692544,3378.65668829728,3263.99970682877,3339.17050038753,3304.42255498706,3061.34944488072,3008.68083555541,2884.68267686419,2832.21489238769,2808.43747500238,2775.13443448182,2598.42744674352,2356.04459174522,2264.32095838211,2118.80151715517,2079.86578684254,2038.29448562011,1983.98092495604,1757.80987861637,1594.45516598464,1507.30352283823,1505.81676615173,1402.20857459928,1338.57465572929,1301.7399034217,1246.19341067917,1223.08926905701,1173.83664034021,1096.88246312451,1076.12922947026,1077.66857912831,1069.76532279146,1070.7951385309,1087.41492397292,1068.24233903436,1084.91446324958,1102.41608328819,1109.17867910498,1124.01809804839,1133.69116980618,1143.92405898993,1177.86462152653,1184.48482882076,1216.86558390546,1222.82714876454,1217.4364456561,1228.76978997558,1260.72672582925,1278.57090237325,1296.98886605215,1328.52823908819,1346.95596184347,1370.85061628711,1401.4193708938,1433.0538917241,1471.77959931274,1503.30451800123,1508.45047517943,1530.09535664604,1569.7247292505,1608.84175484856,1632.26511911306,1667.9552632027,1716.32898801546,1772.32685070955,1816.15089788542,1864.40752068096,1913.44614787094,1976.62850326216,2039.33124037978,2093.19442090131,2149.1249088407,2218.48201456483,2261.6994266573,2337.06621685501,2389.42109565344,2467.3327104958,2553.64966946277,2643.10642284505,2738.62066413865,2807.91614338091,2894.67377883007,2981.45117945637,3076.01080148718,3165.24771461512,3266.93934213701,3362.69598641635,3472.94666864647,3572.6471523379,3670.63731969691,3756.23173106198,3866.23047791333,3961.27696433002,4052.5761624922,4155.06469244468,4270.02077821552,4348.04555679937,4430.09193716737,4568.68534280423,4706.25091174552,4835.82744210636,4974.43254354912,5127.92299540863,5283.23091716992,5441.9047876914,5605.8772874528,5765.55382555266,5921.51954368447,6081.06494455918,6246.27359881354,6398.795620633,6547.37166519628,6698.49355392554,6846.29161566932,7007.6825981521,7151.70150026617,7307.81855181196,7447.93098665285,7583.38620527649,7718.81390522743,7853.97986552592,7988.58294221069
"9",10991.9288940728,10974.7940399246,10433.893634295,8601.83968459373,8151.08017856032,5969.21558531659,5585.03372854276,5755.4018707116,6049.00122611007,6317.51854613578,6486.51191844008,6267.97146252862,6116.48227481095,6092.1441404759,5971.66958484239,5981.14395119908,5851.31890923077,5609.49820345857,5245.924972851,4930.12899018275,4571.70230047312,4283.1146614648,4110.24090286027,3684.66005894697,3714.24996615897,3682.55318279619,3695.68759696669,3754.52524027577,3710.60851477376,3779.37002971422,3663.90635431078,3726.60398132752,3617.27570489144,3304.30617012549,3025.42902788219,2920.76800258495,3005.72969071532,2982.23030573745,2751.29868010428,2708.25002676386,2593.74987872511,2549.61905898302,2533.56910782081,2507.98461420248,2339.24693949649,2104.02268703196,2017.67495240976,1877.64424606261,1843.04317641376,1805.72662154109,1755.72695631487,1534.62547978544,1374.44333200876,1289.09320190868,1288.52663666346,1186.26460363848,1123.05237321067,1086.15969103783,1030.47647134975,1006.68502477748,956.719112165065,878.713149957771,856.036552277916,855.363915733184,845.380993751418,844.253075693858,858.609419704579,837.300679079427,851.496995336688,866.570932602941,870.976705821101,883.407288409796,890.689149898012,898.535741171343,930.072972146692,934.55342678245,964.567383356543,968.424249900187,960.890531411702,969.807754324961,999.301988464201,1014.86833478513,1031.01978185971,1060.29707977072,1076.67077150312,1098.5485168295,1127.193649156,1157.0382491471,1194.18204557134,1224.36873355236,1228.51035141066,1249.11218421407,1287.74795326706,1326.11289919449,1349.129819556,1384.51301058735,1432.76571229603,1489.02516570223,1533.63478325332,1583.024761687,1633.60983133732,1698.71949672408,1763.95812445023,1821.11949493527,1880.95261961163,1954.74836236298,2003.22991151812,2084.32431107707,2143.33722529786,2228.42344756637,2322.73504031487,2421.18621319762,2526.72085071257,2607.25419249914,2706.05935510653,2805.9432586858,2914.73569306443,3019.46766977527,3137.78000363488,3251.5681861393,3381.03700718728,3501.43939912399,3621.4063583891,3730.24997510712,3864.58428167461,3985.28464538552,4103.55288007906,4234.16534396587,4378.39601216977,4486.9799225191,4600.68648105592,4771.77853858104,4942.79519678167,5106.61319841062,5280.12584247634,5468.95841174773,5659.8088984294,5853.87594025699,6052.81351623393,6246.71700223896,6435.88712751082,6627.30533631881,6822.73623806627,7003.42790427898,7177.96881406867,7352.62691479899,7521.17390749405,7700.28004121738,7858.26774289884,8024.94890437693,8171.52518834274,8309.85266084019,8444.59509027269,8575.36461198713,8701.75494525574
"10",16303.5421282984,16286.7919909032,15754.9475160531,13873.4712395572,13181.4792786872,10817.0185092452,10250.094266822,10264.7395212665,10416.3357338678,10555.1302700005,10607.9997193193,10293.0310350812,10053.7305462871,9947.47193115556,9754.39945995275,9695.41444010632,9503.78300650726,9195.29679407938,8758.19231682077,8361.21197622438,7922.29230555861,7556.68853788555,7310.54532788188,6822.35425865119,6791.7110416927,6701.7022064194,6657.75038172272,6659.75984913587,6561.58135638038,6576.20641726476,6410.30286283825,6420.98952263516,6261.1719621781,5902.93097727004,5583.48443335413,5439.83095035691,5482.69317781086,5416.32477627635,5146.96066514687,5066.890176559,4917.77527712631,4840.28781198036,4791.33978662237,4733.48094964228,4536.322546913,4278.49746328539,4172.27354317893,4015.6446067562,3965.58377331326,3913.5046770068,3849.77005886632,3619.89899495432,3455.43502849669,3368.38241665862,3366.43637369595,3265.04735975286,3204.55804014034,3171.69353975048,3121.76174763139,3104.65741325887,3062.87551358638,2995.16584907079,2983.78466910479,2994.72816136693,2997.10454411843,3008.75380762425,3035.7937835186,3027.68259912283,3055.10185128554,3083.14586287499,3100.49307837983,3125.7469315589,3145.79288545082,3166.36682846359,3210.00669277791,3226.44802689342,3267.92987697897,3283.16576147659,3287.37600811394,3308.13496794913,3348.91696110329,3375.45031094711,3402.31497548173,3441.71851276551,3467.83436557797,3499.01291865637,3536.31462354593,3574.12703501279,3618.29200055158,3654.71927822142,3664.86901194816,3691.03807859641,3734.33395178473,3776.36456767665,3802.34361915006,3839.81733829608,3888.93443244074,3944.4960652628,3987.04376998892,4032.98518543533,4078.66130172586,4137.05709138315,4193.62297607821,4240.18851729654,4287.53820007131,4346.68688778183,4378.80706852089,4441.17458079742,4479.40539050038,4541.2607790524,4609.51677044718,4678.85223131522,4752.03215230821,4797.48377282214,4858.25276348894,4917.00537540245,4981.27509161265,5038.13781438518,5105.00475431952,5163.71029437397,5234.27069760497,5292.01996066054,5345.76447569716,5385.1335634975,5446.16871808255,5490.17357413961,5528.27141596169,5575.08081415739,5631.70800523298,5649.89689765616,5669.99461523784,5743.13245140131,5812.6429528308,5871.8198027752,5937.36424648769,6014.9768241274,6091.91718455329,6169.79386889005,6250.60462872264,6325.12613431484,6394.07580288967,6464.70443064015,6539.22692587676,6599.96069624923,6655.4885383345,6712.30970151326,6764.95926139043,6830.08467295471,6877.98885068725,6937.33183430359,6981.27827955654,7020.79423964922,7060.55949610856,7100.63403141822,7141.00057976312
