# Vector of parameters
# S0, Lambda, q, Egg nubers
0.1708899 0.4707633 0.5125534 2.991837 3.141811 3.588952 4.232243 3.164488 2.71393 2.864813 3.010008 2.719224 3.38566 3.387097
# standard error of parameters
0.02447468 0.06642884 0.05439571 0.2187644 0.2729005 0.2188291 0.1654781 0.2425845 0.2961352 0.2609688 0.2483342 0.2178349 0.3 0.3
# Var-covariance matrix
0.00059901 -0.001021626 -0.0003544011 0.001240201 -0.002068937 -0.001057751 -0.001232639 -0.0003204342 -0.001032029 -0.001227614 -0.0009056851 0.001298327 1.248403e-12 -1.726404e-12
-0.001021626 0.004412791 0.002774884 -0.003577409 0.001960107 -0.001562769 0.0002264506 -0.002145832 0.0009243963 0.0009357898 0.0008077204 -0.002934362 -1.778546e-12 1.370446e-12
-0.0003544011 0.002774884 0.002958894 -0.0005922639 -0.0005433525 0.0001090175 -0.0007431901 7.874254e-05 -1.583474e-05 -6.738727e-05 7.466873e-05 -0.001157008 1.704277e-13 -5.634547e-13
0.001240201 -0.003577409 -0.0005922639 0.04785787 -0.006467189 -0.0003883989 -0.0009657848 0.002607183 -0.002050154 -0.001940919 -0.001295933 0.003493067 -2.35417e-12 -1.130639e-11
-0.002068937 0.001960107 -0.0005433525 -0.006467189 0.07447471 0.007109389 0.001993849 0.003013158 0.00216561 0.00396867 0.003464359 -0.003575362 -4.702594e-11 4.955155e-11
-0.001057751 -0.001562769 0.0001090175 -0.0003883989 0.007109389 0.04788616 0.01234987 -0.006393642 0.0002808583 0.002375237 0.002750367 -3.189722e-06 -6.231278e-12 8.258916e-12
-0.001232639 0.0002264506 -0.0007431901 -0.0009657848 0.001993849 0.01234987 0.02738302 0.00516588 -0.004228264 3.087003e-05 0.002277953 3.427726e-05 3.207947e-12 7.519139e-12
-0.0003204342 -0.002145832 7.874254e-05 0.002607183 0.003013158 -0.006393642 0.00516588 0.05884725 -0.004197831 -0.001161223 0.001337311 0.002409396 1.59645e-11 4.440089e-12
-0.001032029 0.0009243963 -1.583474e-05 -0.002050154 0.00216561 0.0002808583 -0.004228264 -0.004197831 0.08769607 -0.002475695 0.001612031 0.00121221 -4.806584e-12 3.155511e-12
-0.001227614 0.0009357898 -6.738727e-05 -0.001940919 0.00396867 0.002375237 3.087003e-05 -0.001161223 -0.002475695 0.06810472 0.0006617075 0.00191293 -3.974649e-12 4.845471e-12
-0.0009056851 0.0008077204 7.466873e-05 -0.001295933 0.003464359 0.002750367 0.002277953 0.001337311 0.001612031 0.0006617075 0.06166989 0.006215296 -4.291487e-11 4.64725e-11
0.001298327 -0.002934362 -0.001157008 0.003493067 -0.003575362 -3.189722e-06 3.427726e-05 0.002409396 0.00121221 0.00191293 0.006215296 0.04745206 -1.596661e-11 3.08036e-11
1.248403e-12 -1.778546e-12 1.704277e-13 -2.354169e-12 -4.702594e-11 -6.231278e-12 3.207947e-12 1.59645e-11 -4.806584e-12 -3.974648e-12 -4.291487e-11 -1.596661e-11 0.09 -5.7554e-11
-1.726404e-12 1.370446e-12 -5.634547e-13 -1.130639e-11 4.955155e-11 8.258916e-12 7.519139e-12 4.440089e-12 3.155511e-12 4.845471e-12 4.64725e-11 3.08036e-11 -5.755398e-11 0.09
