muF,muL,sig_mu,alpha_bar,sig_alpha,mu1,mu2,mu3,mu4,mu5,mu6,mu7,mu8,mu9,mu10,mu11,mu12,mu13,mu14,mu15,mu16,mu17,mu18,mu19,mu20,alpha1,alph2,alpha3,alpha4,alpha5,alpha6,alpha7,alpha8,alpha9,alpha10,alpha11,alpha12,alpha13,alpha14,alpha15,alpha16,alpha17,alpha18,alpha19,alpha20,posterior_density
5.8640255365996845,25.339797324738154,0.9692826801534907,0.021989770770441494,0.007902207424497659,4.720494642431879,6.6890128191121425,6.493917898113296,9.140222754799263,8.468682035376965,12.380486065736143,10.512822021154497,14.133804087184732,14.41619094508568,14.265228411266271,16.90190039917465,15.654138967016223,16.41523000686316,17.81457767327603,19.010235955785067,20.785794167172437,21.86936061418975,22.99036315572737,25.305669615828428,24.545624822564935,0.021818403384341226,0.02444319959777899,0.02386303974721165,0.02805216314183631,0.03356986625482701,0.023819533120457103,0.020339531736145992,0.020948598880905004,0.015564169580834382,0.00904415180377267,0.019172095135702987,0.027155558516533736,0.03535155679429206,0.014648725579584288,0.023845925440682158,-0.002744865152887131,0.029653481253610576,0.00820805152835971,0.03350732763012902,0.0198744984992078,-720.7122662176939
4.452558949828631,25.815741753582095,0.9053542828637392,0.020523540565941332,0.012797217848005254,5.654002256544346,6.731234811384245,7.685715348398297,9.427634990822469,9.01430539554176,10.571454261237253,11.488091930465938,13.41812713666055,14.348111174893065,15.506853674081093,16.545401559957707,16.01266054784481,18.02517256767876,18.15271263094183,20.391189855108674,21.498317775396107,22.14767946451505,24.33900971538247,25.337292580736083,26.591891455640493,0.020001827060961055,0.025322678150751763,0.021311159688817676,0.027081362725764783,0.033543952871642094,0.025974326469690636,0.01944557376809897,0.022044723930619903,0.016055295539714107,0.007390231619802626,0.018072004341984933,0.026843956045251912,0.0341421749195648,0.016400244937606653,0.022596100138185762,-0.007411231859412208,0.029163832690245504,0.009036226519472957,0.033322562343081674,0.01929343158718613,-715.3743717188959
7.357394084080583,24.357461260596974,0.9733069975852136,0.02212433942342782,0.007605693289642852,7.492601504778323,7.767219495764305,8.227583339142582,10.234144211434275,9.312280223788521,11.596361011258391,11.559726201302606,13.440525286162295,13.384642266535268,14.274300906840072,16.638310838217603,18.35750249730723,17.06257781361376,18.7222298600885,19.806803267460857,20.42482281346025,21.650792236426454,21.74352087763087,24.247045059768414,24.35321548804808,0.014785859017459144,0.02368948397252623,0.019931513188621377,0.02622508611227909,0.03322453647271089,0.023867077557592088,0.019171538984263676,0.02238105656658172,0.015483538691471885,0.007566569535260332,0.019373434848668238,0.025832491671524817,0.034942876600371924,0.015515560994213187,0.023654532924519536,-0.007157689574521991,0.029595655460858687,0.008099819185012432,0.03368606867972431,0.020381553792923425,-712.7120903989652
5.204705462351081,25.156187048903952,1.045859120906289,0.02264934503276586,0.009629440688854414,6.047856626419341,7.067252792589556,7.593452706756069,8.45162601317813,10.370642210976449,10.987095970537036,13.06179721367224,14.095368708135295,14.085023703120626,14.211001258021788,15.549631729219767,17.22534598772216,18.278532298272957,19.69362885329385,18.13799178220784,20.812418192140193,22.302265539530108,24.190558682497617,25.332759763608852,24.808072435943224,0.019333710316679003,0.02426547834661752,0.021538952529596273,0.02836108971222694,0.03240032101567155,0.024773453617644357,0.018013857797753833,0.020666205647029957,0.016331942663804524,0.007483175495455224,0.020459623652006428,0.026547759997458693,0.03371341053048919,0.016054112027997332,0.024545916649677393,-0.00617760327831938,0.02931203048312317,0.006743155736537366,0.03332257606146086,0.020632978893962567,-713.9363077871513
5.190087072274987,24.474157474521938,0.925598424124007,0.01833430795503516,0.007738173865775115,5.538126430367923,8.09201691025277,5.606157140099795,8.891480990758845,9.601635578490493,10.351540411794739,11.378290569377091,10.527357309866943,12.644032212708698,11.972357567880117,15.035149808029168,17.337897214176003,17.13658647177429,19.004190259143687,19.363391683121304,20.963625466257085,21.108882936585456,23.796471884433224,23.331825325851817,24.896962882269428,0.018982358410104788,0.02138165232070001,0.024586046257307714,0.02806757025349377,0.03287249296965141,0.02545088410653325,0.01942972905884288,0.02485076160446012,0.015877589277960204,0.010857521560969682,0.020688229384918336,0.026368928579777347,0.0345275956885289,0.015049481609311135,0.02307281667375141,-0.00488768393352369,0.029968261005302005,0.006713215922036161,0.03439560268915071,0.02005316393726202,-722.6166461723623
5.356372377091108,25.774527276966815,1.0163269776073791,0.021381950569792755,0.01222720807621762,4.938014401785156,6.109237401443956,7.109269115289227,8.944396664756914,8.401406913601063,10.413463313126432,11.861908329455465,12.136367207680882,14.075316114808077,14.337422210105085,16.86250187305356,16.08557109925323,17.624192681341285,18.01905694890742,19.845555103194975,20.98818413094657,21.841987183487888,23.97133302395786,25.556957686744852,26.933557626469366,0.021853786271341304,0.026885737563037842,0.022329942423500844,0.028188526484385287,0.034738737861953084,0.02542459847923587,0.018104060271749982,0.02306270030931035,0.01628249500181282,0.007649078974006901,0.019488045084273722,0.027343773984661607,0.034142268442284796,0.015556531223141644,0.02329871541986937,-0.0030301081898215926,0.029477202126318335,0.006528511641440683,0.03313770851186543,0.01961191128585779,-713.9084321642844
5.995819787647727,24.870141252367326,1.0795834289505852,0.025355717522380944,0.010742767577047679,5.098768523518488,8.593644136307878,8.364906289775131,9.1527798327126,9.104166107316722,10.526685385545168,13.219996972346026,13.2232822101202,14.0828054866261,15.894400387814235,14.979944473822016,16.18342524551452,16.711690747425827,19.956364299418333,20.908212195692986,19.44598882910396,20.9439726712532,22.720708374094787,24.627197179648356,24.73097559297252,0.020819346107857926,0.020876148335323134,0.019907255279315916,0.028255790435551025,0.03329946865635648,0.02573895964532613,0.01785046913213282,0.02186098492476457,0.015306782640535945,0.00525950415854114,0.021238121091918166,0.027507159594420502,0.03509037539175305,0.015289493395993496,0.0219661886320913,-0.0033660591984153313,0.02978468747708392,0.008707428446802012,0.03343206529530928,0.019923721492057286,-721.7125543675617
5.947180110061601,25.534171921628072,1.1190693518245636,0.019799825707334514,0.009767147233095992,6.159368751388093,8.759294504533152,7.334270776730702,10.38510707716734,10.152342827826486,10.429752328429663,10.672653101864821,13.60780222422325,15.599010138085049,13.76562254855282,16.09460679271984,15.595074459099932,17.994537439462746,19.44994808383022,20.31950765109771,21.01151031611996,23.224364424513407,24.504141480751755,25.65708332927035,25.443784605332695,0.018581290247229817,0.022301689337703785,0.021582668423929422,0.02553720278153804,0.03149600754090041,0.02462506110762808,0.020715092916305255,0.021852910910073183,0.013712116955984082,0.00691738682040179,0.019826157395394572,0.027882432841283673,0.034544102344664374,0.015242030225092932,0.023805272690906355,-0.00475487762441857,0.028809798319639,0.00689984534584081,0.03316900818717164,0.0199856646170982,-716.4360486151985
6.939290449697016,24.184700910927354,1.1135101642335954,0.021648044284088525,0.010525324313981335,6.823567161880962,8.146977287678201,7.75230784353473,10.038994664180748,10.000160179055309,11.090589910475956,10.732861985282891,12.434691557185289,13.21635216996017,13.544983557665393,16.68941981661665,18.0235793529956,17.037200398914976,19.495199846592598,18.65951592010099,21.315726023081787,23.0617943484359,22.1513011191171,25.262986561048432,24.821856049161003,0.01673759270671438,0.0229321721663515,0.021848093771389715,0.026960113450375058,0.032800858475147916,0.024235154817058447,0.020368279323236267,0.022243351258579933,0.01835488879596396,0.0085804394012984,0.019252126377136042,0.025714197660441977,0.03453455700215671,0.015506815324273024,0.02354087918910955,-0.004976290500730134,0.028961268093773924,0.00893860930699403,0.03369968134464939,0.020805315469002744,-713.0257770866746
6.107049005729923,25.244165372431905,0.92960629242828,0.02391597425434094,0.011892748357449478,6.53608271016623,8.700059335945372,8.32873909782644,9.252417410962346,8.474591657124883,10.01946035109113,11.615191202590514,13.83017315967168,14.160229723815553,13.228991532207576,16.29078270729546,16.098056603314443,18.07927136902636,19.45948817500945,19.25947649300833,21.345871578935967,21.71321152275808,22.56909211537538,26.05578800976314,24.29156284177908,0.016837044999979223,0.02264580800204032,0.020737858337276236,0.02718346615185547,0.03463612183302581,0.026124118516643233,0.020979905167774295,0.02065126240466758,0.01672725700759478,0.010867078264149281,0.020124353162013636,0.027446152452227746,0.034195850163929474,0.014959916449143906,0.023714171760691048,-0.004357373849452146,0.029613325489037372,0.006828488009954034,0.03312642005356063,0.020230817481789398,-717.4181442167045
6.330263809401462,25.883137920957303,1.2864434967355367,0.014744990271560295,0.012242740104283265,7.077732168823252,7.648180250899341,8.841338632717843,10.969034918834232,10.259094731185524,11.697253227484916,10.371578830086273,13.961916540996723,14.776711135640053,16.074925558167767,16.75639813262631,16.447912013563453,17.435828122696147,20.134174811485572,19.552844079019405,22.141412326133352,23.234531058615172,22.94469953756184,27.33366197715205,28.194883158515506,0.016597587721101432,0.02190497488428101,0.01990051939160538,0.024757250906193354,0.03181071618365103,0.024817339666438742,0.020640323527284152,0.022295221199482056,0.015556691684633464,0.007933190170668255,0.018892802463049762,0.026841107247681555,0.03436050916596554,0.014668065177897921,0.022754351731452797,-0.006513455219970348,0.028659912791487403,0.00885645022503313,0.032689778307234116,0.01810170679301517,-728.0733400835245
4.79719722704573,23.66471426735455,1.001417592624822,0.019480415428619217,0.009067689979210758,5.868723435151039,8.196903259994546,6.868333002160761,10.359858148728406,9.330710193251686,11.968223507530414,10.817127640979932,13.295810200263297,13.161162014537725,13.49328588816373,16.046541546170136,17.110698536038168,16.440057519766764,17.933432534783496,18.347665381834005,20.589977606848876,21.817551898067403,21.363165203570993,24.777435016934806,23.901074529580853,0.021327927960683262,0.022682114803680313,0.02234353420221695,0.026538378347261513,0.03385283248054616,0.023601385598373718,0.021116109280281722,0.021215724287118508,0.017123431220171303,0.010097331245123364,0.018571281164166054,0.026057156805732326,0.03501287853244607,0.016975843272669086,0.023791473909965062,-0.0026963401635847787,0.028938085090528,0.008579609119959503,0.033341357206835155,0.02047204072236342,-725.5544447361698
5.172880136036022,25.403313938258098,0.9232451984743483,0.017801273224593257,0.009707241358121116,4.9857174040413135,6.742295151440065,7.058615230609859,9.965144158318871,8.941602203676977,11.719618031382332,11.281135952309242,11.906947333873902,13.8393691809519,15.4540202646988,15.173857672274552,17.139133247123908,17.31556028451547,18.47283385691272,20.60370090462315,21.24367624880623,22.963311307478122,23.26917544022417,24.65980266785218,23.34997204636159,0.020109597465997473,0.024733031810906313,0.023062243121483784,0.027234972661268172,0.033236145936637894,0.024659825113749288,0.020431786036652428,0.0230248954595253,0.015573146752338129,0.007961248002348067,0.0203793181720003,0.027104638004790207,0.03453179349023335,0.01700803738873702,0.02234689940404805,-0.005547708575592471,0.02897521220721536,0.00791563627177802,0.034250350819248904,0.021454354915009417,-713.5761446699346
6.0282869528115235,22.730970723187358,0.909579931283537,0.027360995687276235,0.013676813538486309,5.4642017979183635,7.25748890604039,7.465161357928805,9.940832158441415,8.205832818963158,10.34861321557712,11.932321278656902,13.591453232343097,12.45178162894744,13.128668910512326,15.239945194547714,16.066192743706004,17.35560863836814,16.58378008221816,18.770719655402285,20.606733838371078,20.91573713203051,20.90426421517077,22.982235620376866,21.695374756559357,0.020228394308502873,0.02443311275631988,0.0215744161121066,0.026327302829461316,0.0345134495457258,0.025018117046227348,0.019662007628073273,0.022054287465674338,0.01756029747000968,0.008779636300696544,0.020715158146650224,0.027589890666543472,0.03437530340047835,0.01801511257582197,0.023853396995069533,-0.006501384036726197,0.030559619589401833,0.008823410334196372,0.03427040244303934,0.021969203690090016,-717.8548353668942
