# catch data,
1965,181
1966,220
1967,374
1968,201
1969,214
1970,151
1971,153
1972,182
1973,178
1974,184
1975,171
1976,165
1977,187
1978,184
1979,183
1980,181
1981,136
1982,168
1983,171
1984,169
1985,170
1986,171
1987,159
1988,150
1989,180
1990,163
1991,170
1992,0
1993,0
1994,44
1995,92
1996,43
1997,79
1998,123
1999,122
2000,113
2001,112
2002,112
