V1,V2,V3
146,1196,2589
175,1233,2333
145,1031,2628
139,1089,2123
153,1118,2544
140,976,2386
146,1037,2492
154,1327,2984
185,768,2332
146,1263,2727
169,1041,2636
128,990,2370
224,1156,2199
164,767,2419
142,1098,2630
158,1136,2349
166,1152,2657
147,1314,2215
139,1069,2866
156,1196,2530
145,1154,2475
146,1062,3135
213,894,2732
163,896,2910
140,1266,2600
152,979,2753
146,1028,2723
130,1063,2338
138,1090,2143
190,1199,2586
146,933,2527
165,1153,2740
186,872,3172
149,1177,2440
164,1122,2191
152,1094,2306
187,1012,2584
128,1236,2362
166,1031,2576
176,1125,2764
146,1119,2758
143,1023,2138
142,1110,2338
139,1122,2473
176,1191,2657
166,929,2499
121,1084,2480
144,1304,2672
194,980,2310
164,1274,2582
195,888,2629
184,1117,2547
176,1207,2054
186,1248,2283
163,1013,2628
164,1036,2399
210,1307,2706
143,1151,2464
146,1170,2502
151,903,2970
150,1133,2117
139,1136,2646
157,1174,2504
155,1195,2774
124,1249,2394
185,997,2856
168,1115,2486
126,1290,2536
161,955,2595
134,1325,2482
135,965,2336
197,1221,2814
141,1032,2367
160,1343,2413
137,1135,2477
151,895,2551
153,1123,2747
141,1013,2311
163,1084,2334
191,1050,2724
164,1180,2505
201,1135,2334
134,1320,2382
161,1056,2405
129,1017,2484
180,1211,2316
187,1046,2627
148,1237,2793
180,925,2457
128,965,2739
144,1248,2560
169,1231,2382
155,1006,2968
159,1272,2549
107,1155,2438
83,1248,2919
141,1012,2383
144,1310,2563
140,885,2409
124,1044,2202
128,823,2032
133,984,2417
151,1087,2637
163,1138,2611
164,1120,2271
185,1466,2133
123,925,2467
132,1221,2267
176,1025,2292
136,1058,2754
164,1106,3218
174,901,2573
140,960,2988
165,1091,2522
159,1038,2470
155,1169,2512
107,792,2741
123,1060,2481
154,1091,2436
181,1175,2780
132,940,2471
154,1193,2629
180,1099,2340
148,926,2458
212,823,2740
152,906,2368
167,1192,2747
170,983,2838
174,1103,2558
160,1032,2269
172,1063,2563
127,1056,2840
157,1131,2653
197,1035,2745
132,1266,2735
136,1174,2040
142,1112,2862
132,1195,2508
181,1183,2347
159,1194,2519
120,964,2435
169,994,2494
154,1154,2557
147,918,2493
206,1003,2526
101,979,3054
160,1091,2328
177,1184,2737
174,1306,3106
167,1061,2751
184,1195,2569
116,1009,2292
155,1180,2350
111,900,3113
160,1300,2705
156,1213,2266
136,864,2609
200,965,2587
127,1213,2520
223,871,2413
142,986,2198
117,1053,2028
171,1119,2450
206,1075,2973
142,1018,2935
162,1039,2816
176,1189,2386
128,1002,2481
198,937,2472
211,1081,2426
177,1186,2792
179,1139,2483
152,1246,2358
219,1014,2326
189,1195,2033
155,1054,1761
137,1084,2511
152,1232,2871
120,1191,2386
191,1168,2438
135,1146,3033
162,1101,3119
144,1189,2377
134,1331,2404
146,1009,2356
114,875,2566
124,1084,2386
135,945,2989
140,1120,2251
160,1320,2480
190,1010,2393
176,1120,2779
194,1265,2309
129,925,2296
192,949,2289
158,1063,2446
125,948,2513
138,1082,2368
170,866,2821
138,859,2422
125,1386,2334
158,1099,2345
118,1050,2304
168,1024,2498
117,1036,2217
147,1049,2686
137,900,2342
210,1170,1851
167,1097,2705
174,1076,2243
164,1118,2425
186,1072,2704
137,877,2459
153,1324,2625
175,1180,2531
148,1010,2419
147,928,2377
129,1093,2475
174,1057,2246
178,1117,2368
211,1129,2302
149,1256,2433
166,999,2565
189,1034,2136
161,987,2307
159,987,3071
154,1018,2654
133,1178,2447
239,1124,2671
110,1050,2743
127,1262,2923
176,1105,2435
137,995,2605
178,845,2158
148,1070,2746
108,1199,2267
154,937,2120
147,1125,2471
158,1363,2944
161,1280,2457
129,1184,2947
128,1194,2520
182,956,2777
99,914,2672
119,1452,2593
130,837,2178
190,893,2652
122,1307,2622
146,1421,2392
207,1049,2184
119,969,2672
217,1195,2121
166,1086,3161
157,981,2707
148,1072,3085
122,1152,2139
130,1231,2389
167,855,2270
128,1030,2600
124,1267,2637
146,1065,3204
149,1164,2446
127,1162,2175
120,1131,2812
147,962,2386
142,1046,2232
132,1178,2645
147,1058,2462
162,1096,2295
196,1184,2635
131,1338,2469
164,1059,2076
135,953,2619
141,1001,2548
200,1036,2419
226,954,2691
172,1070,2276
176,1058,2827
159,1120,2814
167,1002,2565
152,907,2797
183,1050,2445
200,1207,2553
179,856,2241
130,1266,2560
131,1049,2545
156,1092,3167
151,1031,2375
154,1019,2539
137,1181,2340
134,1249,2517
157,1162,1969
165,1110,2383
111,1090,2126
128,840,2514
181,947,2088
114,1256,2509
189,886,2375
189,1061,2449
140,839,2467
170,1021,2432
134,1152,2717
173,982,2497
198,1158,2474
133,1172,2541
182,1257,2212
193,1049,2438
117,1216,2655
175,1186,2157
164,1193,2125
154,1010,2094
135,961,2146
126,1225,2132
199,1377,2702
179,1234,2634
170,1010,2856
142,1144,2924
158,1197,2587
161,1259,3136
155,948,2885
204,1091,2397
135,1115,2340
136,1047,2579
138,1017,2352
159,1248,2793
145,1048,2670
173,1213,2567
208,1138,2427
170,982,2935
124,1143,2186
143,1032,2480
144,1023,2874
165,1095,2588
151,1005,2675
163,829,2021
134,992,2191
166,954,3172
154,1014,3053
186,1017,2472
179,1250,2831
137,1048,2317
189,1101,2963
194,1225,2889
188,1122,2445
142,1062,2237
205,974,2314
129,1062,2648
150,1219,2338
160,879,2586
167,1159,2359
108,1096,2329
209,966,2434
151,967,2356
111,1270,3107
149,1571,2239
165,1116,2527
144,1200,2863
164,1041,2432
127,915,2536
139,1258,2412
134,1003,2147
222,1017,2649
163,1181,2435
97,970,2471
226,1087,2598
140,1270,2346
166,1074,2625
150,1097,2443
162,1223,2531
147,829,2452
162,888,2260
156,1170,2234
136,1116,2699
133,1002,2431
122,1138,1912
138,929,2844
170,1323,2453
147,1091,2132
168,1076,2220
154,909,2104
177,1307,2394
117,906,2100
181,937,2705
126,1218,2563
164,1162,2544
214,996,2671
167,1066,2366
112,1053,2257
143,960,2613
148,910,2462
128,892,2189
164,1105,2354
187,1123,2486
115,1091,2095
178,919,2616
174,1135,2487
182,1088,2616
138,1057,2566
216,1085,2451
167,1128,2672
152,960,2936
207,1180,2165
157,1043,2804
126,987,2334
161,1233,2522
173,1017,2362
166,1206,2514
184,1139,2645
198,1074,1976
125,1120,2081
159,1091,2474
160,803,2528
139,1091,2483
172,977,2473
134,1197,2059
137,805,2952
154,1104,2421
157,1000,2741
162,1110,2606
156,1104,2727
160,1165,2609
129,1160,2746
143,946,2704
160,1059,2322
168,1150,2445
175,1106,2331
217,1091,2469
205,922,2441
132,1089,2493
169,913,2953
118,1085,2373
110,937,2430
234,1139,2550
205,1180,2837
193,1014,2933
222,954,2602
182,1105,2334
125,1341,2090
142,1153,2404
161,1113,2495
130,1103,2428
177,1190,2875
181,1054,3134
97,1272,2077
168,1068,2845
115,1234,2206
175,1192,2265
186,1267,2687
137,930,2173
117,1094,2512
155,1210,2561
124,1174,2753
159,1443,2514
178,1211,2523
135,1049,3143
105,1054,1861
176,1055,2643
182,1032,2631
150,1034,2626
167,1004,3179
160,818,2767
144,1137,2352
150,929,2291
198,1102,2374
138,982,2340
140,1317,2337
192,1212,2261
164,912,2425
150,1104,2382
208,1220,2412
128,1043,2006
149,1029,2615
152,1224,2506
167,1253,1990
111,1118,2846
152,941,2789
214,1094,2374
167,1048,2474
149,1080,2153
186,998,2562
152,1031,2543
153,972,2627
149,874,2846
166,1077,2123
129,1000,2582
145,1148,2429
174,1040,2479
150,933,2267
156,1020,2377
137,969,2855
175,1379,2368
135,1191,2507
183,1356,2474
189,998,2598
221,1072,2501
236,1229,2537
217,965,2817
130,891,2565
160,1126,3166
121,1160,2616
190,1152,2654
178,1176,2124
157,1048,3231
147,1056,2150
148,1107,2511
95,1250,2196
180,1053,2721
181,1245,2283
141,943,2564
186,1231,2251
203,1098,2528
171,1096,2664
172,1030,2448
168,1102,2571
134,1203,2751
133,1286,2560
122,1077,2816
119,1076,2352
135,850,2294
159,1049,2331
164,1223,2472
127,876,2457
111,913,2589
96,1213,2567
144,1244,2503
169,1111,2497
174,958,2185
151,825,2670
