V1,V2,V3
104,845,1698
87,566,1791
170,616,3710
97,1008,2364
129,674,1750
94,656,1827
121,564,1089
91,929,2753
155,699,1238
126,917,843
123,1088,2065
79,1034,2239
75,599,2908
126,548,3350
84,983,2981
106,1340,3729
81,625,1755
79,324,1507
122,978,1750
128,639,818
135,693,1155
64,959,1525
89,715,1339
120,871,2075
135,944,1033
168,542,2445
117,588,1266
159,681,2293
76,912,2261
146,934,1265
102,478,2992
84,569,2143
131,931,2441
101,466,1668
184,1031,1101
207,1177,1448
185,632,1332
110,822,2229
149,351,3869
130,796,1761
111,766,2162
158,1071,2044
107,662,1956
88,423,1567
144,793,2144
39,838,2881
187,861,2912
148,782,1726
117,819,1957
59,503,1959
153,811,2129
83,755,3773
113,613,1011
176,725,3002
108,1261,1527
109,800,3249
209,1136,1069
227,1012,1671
120,691,1017
104,903,1527
104,681,3426
157,802,838
81,528,1921
72,482,782
118,1123,1197
118,1392,1929
126,1230,1168
189,1214,2077
122,572,1886
128,617,956
113,212,2327
112,624,2084
96,304,1589
101,1130,2285
151,752,610
66,254,692
127,535,1933
147,769,2325
64,692,2639
152,599,772
154,530,1689
106,527,1207
80,709,1779
119,624,2243
114,579,1023
136,535,1385
104,666,1698
117,808,2000
81,746,2469
138,938,2538
78,1267,2180
123,1336,893
211,773,1482
85,1119,1030
80,711,950
75,614,1314
83,756,1613
117,847,1178
73,907,854
87,670,1496
150,1681,1733
112,1070,1382
103,727,1470
171,850,2297
70,943,2414
78,842,2403
134,762,1496
97,1030,2837
114,1311,1237
96,645,1872
76,519,1662
144,1366,2741
135,795,1591
161,1368,1955
143,427,1565
128,422,1085
153,859,1094
41,730,1006
133,304,1484
45,1143,1582
184,1166,2754
119,826,1398
86,838,2253
111,682,1997
114,368,1597
116,795,979
114,567,1036
96,682,3022
114,1490,2697
152,876,1753
128,476,1491
88,1012,2013
101,832,1519
92,1002,1044
133,747,3710
143,1028,2409
97,565,2842
90,352,1365
169,775,1416
128,754,783
183,613,3501
112,605,2283
152,1297,2786
151,1393,1478
180,589,1641
117,1309,1534
73,617,927
167,587,2535
111,763,1255
133,567,2455
213,912,1731
82,597,851
133,311,1313
233,694,1792
152,790,894
184,1101,1495
128,477,2237
153,1164,2335
172,602,1663
136,711,2203
166,457,1815
107,624,2462
148,613,2097
120,694,2459
86,672,2395
169,1079,919
77,435,2524
186,894,1159
184,1201,2141
142,1167,1429
64,853,1755
103,1680,2017
126,614,935
156,1046,1556
75,257,1340
80,685,927
101,757,1996
127,594,1483
129,1126,5793
116,515,3634
134,1698,3918
164,715,3256
132,604,916
196,1093,3325
106,822,1276
124,505,1832
156,659,1298
101,1508,2882
143,1044,3042
85,1356,1139
146,754,1378
160,701,1142
94,712,2164
131,1991,2583
147,511,2062
133,409,1620
81,780,1150
165,581,662
100,848,1715
129,685,1713
129,1148,1156
86,1205,669
149,868,2186
124,800,1321
139,840,2205
56,1294,1951
142,472,1524
134,1296,2878
166,789,1883
83,997,1900
120,687,2032
72,1590,1623
295,788,1288
85,914,1315
213,653,2398
167,489,2093
102,551,1119
105,949,2812
112,1077,1826
190,790,2006
137,543,1803
206,1055,2747
99,1231,1020
174,925,2412
159,891,2310
111,684,2381
234,657,1085
207,725,2132
154,1193,763
105,455,1772
118,589,2227
96,598,1285
119,638,1592
151,563,1748
115,542,1998
128,604,873
110,613,1157
98,1086,1152
168,1018,2292
71,1454,770
142,458,1335
99,1133,1687
233,738,2221
136,651,2154
74,723,938
114,795,3523
60,553,2776
133,763,1281
109,887,1549
68,601,1883
140,1016,1729
175,876,2014
97,938,1928
110,718,1512
161,694,1410
93,830,571
196,903,4107
63,874,1170
119,789,1988
163,593,2498
137,717,2129
134,1193,1071
139,565,1874
204,809,3839
186,941,1909
78,994,1754
121,1014,1437
38,488,1603
98,1422,1407
63,306,1853
117,902,1383
107,1041,1217
136,1017,1567
79,1572,1398
237,1186,1487
194,581,904
92,775,1876
227,706,4501
184,442,3184
145,933,2538
230,1074,1140
90,1114,1465
77,799,1350
131,748,2337
150,745,1293
139,1298,1476
126,512,2151
55,1015,1400
183,625,2012
190,1102,3729
127,904,1448
141,898,2851
189,1069,2344
134,481,2134
101,735,3524
122,797,1455
53,812,2515
77,470,1689
83,1196,1587
118,631,2010
165,883,1776
117,1131,1005
88,672,2908
64,964,1549
102,404,2153
119,626,2610
102,1180,2396
166,713,1207
146,1029,2624
154,552,1760
157,961,2754
133,1112,1610
108,517,1328
101,906,1222
84,984,3669
140,1121,2290
128,1123,1348
225,924,1620
61,615,2322
112,975,2627
154,660,1629
115,622,1476
103,646,2999
177,1204,901
151,685,1009
83,846,1909
103,679,1010
103,910,3320
253,408,2320
100,686,1083
113,291,1627
109,444,1596
63,287,3090
108,669,1672
99,392,2035
93,725,1078
132,670,2927
112,387,1336
71,741,1263
117,849,1637
72,399,2586
62,802,1923
85,1075,909
92,1556,1239
98,731,1305
111,750,1589
119,724,2200
137,548,1596
64,782,2262
79,1228,1934
236,645,1975
107,747,1545
58,657,2992
87,861,2313
87,658,1786
126,677,1322
170,244,1547
68,282,904
123,480,2115
118,257,3462
113,459,1445
102,576,1526
185,761,1854
91,493,1460
111,909,1747
229,679,3645
81,909,1204
148,1054,1169
142,470,2296
113,977,1364
141,762,1442
98,1318,2068
146,1628,2177
142,1107,2587
69,789,1096
157,1251,1812
210,1252,1309
62,1330,1744
201,964,1921
219,1459,1418
65,1379,2037
121,1117,3378
148,539,1191
66,640,2166
151,574,1992
125,511,1502
85,856,2479
163,957,2920
165,1090,2809
104,704,2523
94,662,1193
174,762,2082
94,969,2774
214,551,1929
95,876,933
130,1298,2300
143,801,3527
82,844,3103
228,1259,2486
76,625,1454
89,771,2566
97,378,2637
90,1292,2058
119,772,1963
174,808,1826
121,581,1644
134,650,1241
229,573,1402
69,685,2671
153,1307,2038
50,569,1813
89,512,2982
57,781,2442
110,715,2298
127,620,1261
110,541,1618
99,467,1101
102,1048,1822
119,1020,1081
104,1414,2774
164,943,3072
88,1025,1439
99,1083,845
81,1094,1990
95,633,1231
119,1235,2082
49,486,1162
90,850,2014
155,1178,1357
60,626,1902
85,865,1675
92,1121,1852
59,969,1823
112,692,1523
69,675,698
122,1000,2308
82,897,2215
98,1249,1123
131,462,1864
60,1331,1533
86,773,2289
62,863,2503
83,433,1743
128,1639,3495
142,1186,2412
207,729,1000
109,919,1833
133,618,1051
143,1185,2344
161,903,2384
64,332,1481
118,664,2905
140,1112,2043
194,987,1114
119,759,955
71,887,2678
164,1214,2601
74,415,1593
128,1251,1982
151,1640,1824
103,683,2895
133,909,3696
109,464,2723
127,1378,866
115,441,1787
91,915,1833
152,1019,1972
271,764,2110
149,1017,1676
77,654,1524
92,800,1870
133,612,2089
69,617,2310
96,862,2564
160,733,1180
145,446,2194
114,1328,2848
179,626,2316
107,266,2439
108,554,1542
116,1141,2092
151,719,1288
127,554,1764
154,1146,2214
94,435,1823
59,920,2235
74,949,2421
51,542,2746
91,1043,1237
74,812,1451
85,902,560
130,366,2488
127,790,2354
126,557,1698
83,740,1248
152,1065,2276
72,914,974
111,935,1207
92,633,1633
86,736,1542
161,702,1877
108,690,1330
176,1081,1805
141,573,3267
198,863,1869
111,1329,1382
154,1215,2077
166,757,2808
119,841,986
135,592,1195
82,914,2078
222,439,1956
91,858,2907
181,507,2372
140,1188,1870
124,827,1176
74,1366,1296
118,378,2138
167,606,1096
81,423,3271
131,409,1205
93,725,1017
144,592,2081
100,1292,1075
135,1162,3056
141,712,1738
98,678,1895
142,495,2258
140,589,2381
116,715,2231
61,935,3117
197,699,1796
84,489,1891
186,897,1998
177,810,1312
209,544,3143
169,594,2154
226,486,1858
100,413,2213
117,945,2534
87,597,1082
104,1117,1694
199,473,1751
107,1584,1467
110,823,2135
82,854,1081
72,637,1234
72,1189,1822
152,808,1350
84,821,1032
53,1143,1567
70,503,1063
181,680,1617
108,671,1155
119,1179,1622
56,634,2078
125,692,1318
203,1212,1090
112,739,1709
45,1120,1402
182,648,2041
145,593,1903
114,932,1871
106,672,1058
159,540,1371
128,415,3041
100,647,1314
98,492,2272
222,597,1314
148,1340,1352
111,773,1099
74,521,2159
171,656,516
96,924,1858
261,684,2569
97,651,1102
119,882,1806
158,1189,2015
99,945,3283
138,842,2435
172,851,890
119,591,1043
191,1245,2403
166,602,2945
77,502,2626
264,344,936
164,756,2704
96,1153,1976
88,431,1395
178,1256,1399
100,1122,1582
158,1010,1027
182,1114,2907
134,653,793
151,1089,3507
213,1540,2085
113,471,1761
96,318,1766
84,782,2015
112,641,1073
75,964,2079
88,845,2421
114,482,3231
86,480,3086
179,1080,1324
93,476,988
139,592,1746
128,594,2430
84,403,816
183,865,3016
141,927,3043
100,1477,1419
173,511,1729
211,972,1722
70,773,2014
135,337,1287
78,988,1644
130,754,2094
98,1156,1971
211,543,1194
138,920,1411
158,979,890
134,557,3435
110,437,1789
178,504,2793
124,1128,2426
191,922,851
97,643,2942
101,781,1844
111,788,3332
146,487,1853
138,634,1840
227,700,2230
175,967,1045
157,608,826
160,1071,1650
189,965,1856
118,538,924
83,386,1993
121,1462,1677
121,578,1204
82,481,1237
115,1127,3524
88,479,1452
168,414,1465
173,1517,1799
98,1086,2633
206,573,959
120,979,1449
130,627,2229
69,294,1849
100,524,2393
183,408,1355
90,1170,3383
70,462,1661
106,619,2502
119,829,1391
86,1601,1486
72,862,1843
88,958,856
155,1877,2690
91,971,1943
82,899,2807
100,599,1325
204,815,1589
134,970,1042
125,1157,1784
95,908,1251
63,662,1377
117,175,1978
118,282,1970
145,478,2088
106,689,2150
133,821,1741
146,824,1845
97,921,2199
