V1,V2,V3
602,5103,10992
564,4828,12608
476,4799,14694
492,5550,11460
642,4844,13682
543,4884,12221
532,4221,12652
447,5010,12511
557,4922,13182
533,5421,11812
513,4622,10378
446,4934,12473
464,5406,12390
532,5242,12399
546,4879,12590
530,5078,10113
555,4066,12323
546,4475,12286
519,4134,13666
547,5274,14645
608,4967,13259
531,5037,11650
562,4861,12013
570,4448,11940
415,4852,11711
585,4570,11445
508,5170,12395
508,4927,12376
498,4432,12809
522,5558,12355
447,5561,12110
535,5291,11762
495,5341,13656
525,5492,12294
586,5196,13407
645,4442,12505
446,4364,12750
501,5293,12530
515,4865,11976
572,5337,13266
590,5116,13876
564,4722,12084
574,4680,13407
490,4876,12362
458,4150,12320
336,5291,12862
445,5193,13100
430,4486,12401
564,5122,12294
594,4679,12609
676,5385,11202
463,4860,12476
513,5002,15406
585,4512,12643
523,4725,11828
473,5158,13517
565,5260,11433
577,5036,11939
543,4732,11471
425,4737,13290
635,5272,12186
572,4880,12783
516,4405,11166
586,5339,12574
446,5395,13466
456,5379,12414
570,4382,11742
479,4165,13986
436,5005,13130
542,4410,12804
555,4629,11646
495,5099,11252
589,4815,12923
399,4983,12702
629,4724,12257
501,4740,13422
448,4367,11338
495,5124,10893
495,4454,13676
475,4720,13237
616,4252,12283
482,4502,12143
562,4575,14063
492,4895,12201
528,4441,12483
426,5112,11331
558,5294,11810
408,4998,11511
473,5494,12833
547,4857,12331
593,5080,12963
456,5188,13764
471,3890,12543
437,5097,14099
485,4864,11530
710,4819,12634
562,4960,14557
404,4468,13066
519,5023,12404
576,4594,12311
426,4352,12770
559,4998,12757
517,4345,11237
603,5243,10856
472,4519,11587
501,4015,12762
631,4202,11818
507,5299,13695
494,4087,11697
496,5484,12090
570,5032,12374
493,5469,12734
539,4239,13255
655,4795,13097
521,5244,12007
659,5139,12662
572,4600,10436
664,5129,12115
487,4976,12909
480,5324,12457
504,5224,12340
612,4967,13940
583,4823,12010
554,4511,12203
488,4896,14512
586,4842,13425
576,4559,12587
528,5010,12955
509,4955,12033
594,4858,13126
683,5370,12226
620,4494,10742
491,4759,12325
520,4438,13465
504,5261,12447
646,5662,11511
553,4603,13577
565,5105,11964
508,4697,11229
652,4494,11033
475,5479,11861
509,3719,11169
581,4710,12750
552,4763,11359
604,4639,11276
647,4815,13156
458,4726,13086
547,4980,13333
420,5233,14195
652,4341,10645
441,6239,11669
366,4965,13052
584,5373,11708
580,4902,12333
459,5189,12679
622,5746,13264
532,4507,12323
569,4909,13353
459,4623,11717
487,4988,11650
501,4845,13513
552,4731,13437
432,4374,11709
605,4460,12804
496,5046,12753
479,5207,12412
605,5105,12631
637,4834,12739
578,4897,11510
477,4174,11845
500,4930,13569
479,4308,12967
567,5186,13397
597,4583,11516
537,5256,12233
558,4887,13735
418,4542,13555
568,5355,11997
457,5193,10930
568,5273,13160
456,4772,12640
529,5334,13079
493,5604,13386
565,4465,11321
485,4916,11324
487,4915,12088
580,4876,12146
615,4544,10757
530,4543,12171
552,4552,11623
443,5465,12407
435,4852,12289
529,4643,12310
529,5099,11310
490,4905,11199
592,4939,14925
647,4830,12568
481,4126,13655
584,4317,11993
476,3754,12464
506,4573,12650
718,4851,13133
467,4978,13319
645,5125,13209
571,4862,13482
453,4846,13495
694,5097,13705
480,4931,12786
545,5089,10896
491,5285,12096
455,4632,12013
461,4619,12098
629,5475,12419
488,4222,12642
505,4678,12340
567,4969,13418
507,4599,11444
630,5033,11623
545,4673,13692
539,5382,12758
455,5496,11548
496,4010,11740
494,4564,13840
372,4856,11388
568,5094,12327
704,4833,11934
633,5435,11603
614,4922,15091
607,5567,12166
594,4731,12767
546,5045,11462
521,5250,14262
509,4742,12998
467,5124,13306
418,5570,14054
430,4850,11575
522,4830,12138
560,4294,11423
613,4523,13227
487,4733,12488
603,4506,14300
544,5166,11553
528,5159,11633
500,4653,12910
516,5499,11523
513,5685,12662
525,5915,13647
499,4964,11650
625,4706,10631
487,5155,12970
508,4246,12890
524,4812,11884
450,5443,11495
465,5852,12545
481,4919,14010
561,4660,13196
541,4914,13270
610,4225,12928
534,5321,11863
477,4775,11294
602,4499,11773
519,4429,13177
611,4413,12235
627,4807,12206
464,5095,12778
507,6054,13384
560,4182,11962
506,4940,12764
595,5033,11102
508,4778,11882
624,4794,12010
445,4472,11654
727,4537,13614
568,4773,12088
530,4902,13232
550,4739,12511
443,4921,13344
571,4889,12925
491,4548,12470
525,4773,12243
599,4250,10605
503,5348,12108
546,4373,12820
610,4633,12057
635,5009,13023
498,4876,12147
518,4850,14349
548,4756,12567
583,4940,12658
536,5493,14507
469,5065,11777
546,4726,12298
530,4150,11571
474,4866,12132
504,4434,13359
547,5015,12750
484,4966,11914
380,5183,13046
558,4280,13398
469,5199,12298
438,5295,13745
577,4846,13838
558,5113,13803
549,4815,13188
392,4998,11329
447,4704,13367
302,4090,12295
583,4410,14096
603,4481,11713
608,5093,14016
551,4466,13104
472,5094,12043
610,5231,13070
554,4852,12966
467,4297,10979
486,4516,12696
594,4512,12321
493,4796,13289
676,5820,12777
451,4602,11799
534,4820,14810
581,4937,11850
569,4731,10197
640,4557,11394
478,5548,12138
653,4676,12002
585,4517,11697
535,5378,12707
632,4759,13972
536,4843,11570
458,4862,14193
620,4876,12899
556,5159,10800
499,4004,12697
719,4695,11258
593,5326,12354
589,5382,13171
478,4301,12845
483,4943,11785
663,4757,12595
530,4639,11803
512,4433,11816
580,4292,13759
543,4696,11678
575,4626,11157
334,4869,12829
465,5019,14111
534,5500,11305
543,4151,12270
530,5521,12685
480,4502,12662
505,4868,12720
635,4337,11649
506,5522,13534
608,5232,10904
545,5121,13178
506,5122,11085
464,4927,12096
444,4984,12110
572,5532,10690
513,4782,12688
679,5408,11691
508,5251,11656
460,4875,12451
708,3912,14091
589,4487,11987
584,5312,12115
486,5118,13255
540,5362,11313
590,4935,13607
559,5129,12073
508,4674,11233
554,4929,12769
588,4907,12436
428,4301,12197
568,4861,12904
539,5158,11350
631,3919,11259
427,4670,12205
467,5895,13874
572,4970,13163
553,4198,13128
485,5212,11955
499,5086,12921
580,5484,12318
518,5265,12545
427,4432,11522
445,4980,11416
532,4449,12525
467,5106,11820
584,5067,11869
460,4544,10930
493,4269,11754
417,4534,13035
659,4929,12356
506,4641,13419
470,4934,13300
411,4799,11545
510,5412,14363
575,5127,11790
528,5513,12683
554,4248,10956
647,4686,11682
548,4914,15265
589,4230,13910
606,4799,12996
588,4737,12763
575,4971,10969
493,4757,12023
421,4741,11736
647,4638,12772
513,4576,12802
446,5204,12818
629,4458,11766
481,4964,12626
560,5108,12667
520,4691,13453
518,4939,13523
491,4968,12424
488,4404,12180
537,4211,11076
489,4448,14109
472,5266,11779
604,5165,12875
554,4463,14044
497,4721,12133
523,4953,14219
525,5353,12023
593,5381,13492
466,4427,12943
511,5061,13180
586,5100,12334
439,5135,13459
567,4728,11985
463,4971,13208
683,4836,12821
542,4924,11981
561,4709,13014
452,5763,12874
560,3747,12541
528,5050,13227
597,4887,12566
603,4669,13381
441,4864,12221
467,5218,11577
541,4947,12255
595,5761,11378
553,5861,14183
620,5096,11342
547,4923,11264
495,5231,13602
431,5540,11955
547,4831,12794
445,4680,13515
564,4720,12593
535,5500,11844
530,5117,11829
512,5166,11025
484,5203,11195
546,4495,12760
529,4607,13051
728,4646,12767
628,4553,12628
499,4584,14662
508,5016,12219
487,4310,14511
464,4774,12689
566,4725,14166
606,4801,12559
416,4812,12004
491,5039,13010
444,5188,13955
428,4133,11990
460,4505,13444
515,4774,12388
704,4281,11430
466,4572,14106
569,4425,11695
495,4474,11572
558,4382,12448
611,5105,11467
495,4983,13430
611,4148,13458
431,4808,13639
486,4703,13298
584,5027,12528
494,4026,13386
603,4611,14072
434,4542,10675
432,4468,12601
461,4598,14631
580,5033,12454
540,4696,12016
486,5194,12986
532,4136,12737
535,4567,12264
391,5088,12652
484,4571,10973
495,4729,12754
532,4099,12524
560,4628,11622
506,5261,12859
520,5683,11664
461,4617,12265
550,4676,11742
565,4902,13168
588,5071,11561
546,5005,11993
645,4801,12362
517,4853,12037
641,4617,13958
513,5590,10721
496,5131,13038
553,4254,12089
499,4386,10067
641,4580,12221
455,4955,12657
530,5548,11273
536,4988,14199
439,3891,11867
614,5199,11734
555,4157,10845
574,4834,12450
584,4766,12707
644,5151,13775
383,4919,11161
498,4408,12456
552,5053,12849
511,5319,12926
545,4220,12272
570,4501,13002
419,4358,13219
558,4951,13341
505,4180,12068
551,5489,12717
545,4862,13437
556,5128,11173
535,5790,13780
538,4645,12347
706,4593,12012
542,4671,12522
463,4418,13205
572,4472,12687
482,4383,15357
488,5428,11776
355,5319,14067
450,4357,12862
564,5299,13094
477,4581,11628
584,4916,11508
386,5112,12083
515,4842,13125
601,5026,11731
535,4752,13351
535,4649,13549
570,4567,11827
602,4861,13097
549,5262,10907
504,4862,13434
577,5402,12928
539,5371,12458
578,4793,13251
463,4394,11799
598,4591,13567
589,5590,12993
629,4680,13205
607,5554,12391
611,5036,11203
649,5231,11202
492,4971,12846
541,4905,11671
653,5420,12810
513,4562,12198
587,4338,12353
600,5197,12386
493,4483,13620
507,4287,10927
622,5968,12443
532,4845,11826
482,5131,11527
538,5326,12522
445,4259,11651
578,5401,11983
598,4727,13625
467,4859,13941
599,5194,12653
435,4463,12192
467,4486,11993
578,5054,12692
509,4455,12565
505,4221,11346
617,4694,12718
509,4470,12861
528,4808,12234
515,4596,10370
637,4667,12278
488,4479,11835
466,5671,11737
550,4420,12813
555,4371,11459
554,4864,12298
572,5195,11067
606,4694,12812
543,5147,13256
483,5312,11487
730,5354,12892
588,4853,12655
509,5324,12254
546,4648,11925
651,6073,14424
495,4595,12990
503,4963,12868
503,5004,11819
562,4587,14300
492,5169,12427
529,4670,11890
434,4997,12171
481,4098,14601
591,5572,12219
533,5076,11509
546,4688,13546
533,4056,13174
444,4814,12167
680,4630,12440
687,5395,13072
607,4638,12941
540,5313,12016
464,5467,13893
591,5357,11246
594,4062,13532
530,4807,12699
534,5468,13180
580,5309,12590
532,5035,11233
596,5190,12781
491,4399,13143
570,4854,13491
522,5174,12842
458,5372,12349
485,4977,13041
631,4886,12297
525,5311,12831
455,5197,11002
540,4630,10487
456,4867,11308
502,5449,12148
487,5341,12586
614,6017,11322
429,4937,13190
593,4583,12015
523,4851,13748
526,4790,12500
497,4601,12787
473,4507,13373
666,4095,11504
582,4897,11610
562,3947,13380
560,4891,12636
516,5368,12374
532,4075,12094
431,5344,10404
435,4438,11860
640,5318,11674
554,5022,12652
538,4548,11845
439,5790,12951
669,4759,12317
357,4983,11675
491,4553,12012
499,4920,13529
497,4696,12644
526,4293,13235
606,5255,13050
508,5000,12771
610,5040,13792
467,5174,11623
593,4785,12956
453,4798,13162
454,5381,12391
584,5002,12120
464,4557,13109
554,4595,10814
454,4839,11607
445,5084,14111
592,5988,13059
464,4620,10579
467,4875,12070
639,4821,12406
507,5448,12183
467,4875,13849
641,4641,13077
656,4456,11307
466,4532,13831
627,5121,12083
462,5039,12158
482,4683,12166
467,5244,12530
611,4245,11864
724,4410,11772
501,5745,12534
558,5004,12883
618,4915,11459
560,4510,13693
513,5254,12000
529,4785,12372
581,4787,12139
448,5242,13729
513,5006,12032
572,4839,12366
582,4597,12920
674,5681,11500
564,4441,12753
470,4294,12396
606,5285,11036
499,5156,13042
558,4218,12765
476,4573,12401
615,5361,11822
505,5158,11555
455,4666,12481
541,4692,11524
489,4810,11497
508,4740,11712
621,4837,12626
508,5641,12341
642,5035,13158
490,5080,14370
567,4989,12587
583,5138,12815
487,4731,11503
529,4961,11436
526,4368,12197
518,5381,11482
532,4989,11406
492,4439,13598
569,5001,11495
475,4906,13853
556,5400,13364
573,5428,10859
538,4555,12110
546,5130,12275
678,4660,11218
565,5623,12268
643,4700,11817
571,5121,13364
587,5106,10714
548,4890,13336
518,5064,12912
579,4173,12621
566,5771,12545
601,4784,14283
578,5034,11176
391,5094,12527
559,4438,11336
578,4469,13024
648,5775,13368
