V1,V2,V3
3442,12333,20101
3500,9969,18563
4232,10698,18582
3582,9362,18683
3489,11035,16648
3756,10546,20895
3194,10366,20666
3471,10371,21038
3360,10088,19847
3580,11094,19510
3664,10297,13775
3815,10106,18041
4103,10732,20045
3767,10466,18848
3185,9194,17852
3487,9571,20819
3497,11389,20979
3582,8877,19644
3660,9794,20824
3426,9362,18798
4085,11649,19483
3622,11581,18392
3098,10592,20521
3347,9465,19253
3637,10331,17488
3577,12718,17627
3592,13091,20122
3333,11389,21664
3252,8969,16288
3961,10760,18721
3583,10280,17780
3433,9879,17280
3333,11476,15504
3525,9332,18039
3602,10440,22150
3321,9749,17263
3720,10060,19540
3047,9662,20119
3748,10639,16832
3811,12108,15199
3200,10484,16664
3518,12439,17868
3483,10464,18638
3416,10818,16753
3318,9507,16441
2977,10608,18284
3535,9504,18343
3261,9980,18183
3901,10603,19371
3512,10800,15514
3316,9972,18675
3527,10388,19561
3873,10718,16635
3340,10081,20554
3206,10046,17349
3652,11105,17238
3781,10865,18654
3887,10719,17968
4247,10065,19514
3102,10464,17575
4501,9217,17523
3785,7903,20398
3683,11671,16323
3693,9381,20682
3751,11623,16761
3512,10461,18761
3547,10790,22436
3750,9468,19527
3129,10317,21779
3726,9313,20170
3170,11390,17598
3850,10480,18738
3829,11288,18258
3394,9318,20157
3671,11217,17954
2694,12265,18555
3602,10276,19155
3654,11562,23335
3155,10746,20770
3724,9683,16617
3405,11161,19651
3618,10278,21413
2823,10426,18490
3979,10533,15984
3316,10711,19189
3914,9215,18658
3974,8694,17573
3551,10673,15823
3531,10343,16968
3489,12257,20702
3495,10095,18412
3266,9480,19306
3568,11428,19853
3175,10009,18123
3623,10337,17910
3751,9579,17676
3209,10109,20321
3768,11779,19215
3448,10207,20181
3795,10402,17172
3653,10404,19529
3058,9077,19371
3735,11018,19141
3548,11357,17184
4481,9273,18881
3425,9822,18332
3787,11022,15933
3508,11487,17124
3268,8303,19462
2846,10569,17651
2964,11583,18123
3755,9712,18629
3549,12099,19408
3607,9004,18190
3546,12496,18695
3941,10648,17254
3943,11401,18850
3304,10330,17500
3379,9934,20356
3311,10774,18173
4061,10486,18999
3357,10149,18718
3244,9545,17986
2890,11069,17686
3850,11470,17705
3386,11869,17399
3042,9860,18360
3078,9299,19013
2926,10215,19209
3513,9052,17480
3494,10868,19863
3421,10973,19972
3712,11360,18954
3756,10177,17356
3572,8767,18508
3486,12006,16525
4112,11179,17686
3851,10391,16821
3588,9815,19843
3680,10642,18710
3446,12608,16841
3411,9207,16228
3054,9310,19487
3855,10436,17842
2984,11446,16509
3291,10891,18368
3274,10926,19181
3751,12436,17934
3177,11906,18616
3636,10056,18811
3146,12045,17788
3179,9547,18287
3834,9938,19344
3197,11854,20361
3618,11880,19226
3518,9286,17312
4042,8930,17603
3479,10096,18439
3384,10611,19128
3449,8906,17242
3872,11675,14530
3353,11151,19737
3688,9956,21192
3961,10364,21877
3727,9898,15160
3310,8161,18793
3435,10700,15596
3736,11220,19815
3488,9247,22321
3427,10901,20390
4129,9101,19140
3594,11135,16762
3743,10550,21553
3672,11344,18389
3106,11096,16297
3530,11105,17569
3593,9133,20020
4003,9953,19233
3775,10746,17186
3120,9511,15984
3665,10135,20446
3230,10622,19168
3752,11550,18616
3748,9911,17876
3174,9043,19352
2976,10374,15249
3378,11294,18105
3623,11352,17370
3775,10416,18781
3668,11342,19328
3441,11888,18143
3478,10339,16751
3537,10392,21284
2699,8727,19316
3838,10516,16631
4421,11983,18557
3874,10291,17163
3718,11253,18146
3571,9033,16848
3301,9126,17362
3635,12494,13594
3015,11439,19950
3753,9906,17291
3261,10048,18197
2974,11523,18798
3696,10621,18384
2935,11643,16882
4642,10268,18422
3545,10976,18146
3333,10051,18684
3598,10815,19924
4162,10177,16917
3607,10462,15366
3487,11425,20237
3886,10914,21325
3250,9624,19192
3085,10911,17394
3763,10888,18560
3702,9592,16558
3474,9291,17160
3441,12048,18402
4130,9869,18171
3561,11051,18972
3252,9980,18851
3456,8295,20727
3326,11979,19089
3644,10661,22292
3757,10630,16139
4108,10010,21371
3981,10279,19645
3444,9585,16345
3324,9115,16536
3025,10351,17913
4147,10565,19845
3052,12060,20019
3013,10356,16204
3106,10799,16743
3624,11310,15607
4018,11185,18097
3132,9836,18389
3302,11509,19479
4279,8715,20211
3676,10802,19287
3430,10164,18184
3011,10584,19264
3606,10088,19914
3644,11092,20771
3284,9886,19728
3840,10102,20369
3341,9235,21646
3416,10854,18389
3509,11397,16009
3673,11820,19787
3384,9557,17119
3819,10504,17935
3125,10145,16972
3823,11055,20466
3698,9503,16850
3514,10966,16176
3898,12267,16606
3604,9983,17123
3671,10432,20626
3620,9633,18544
3534,10460,19010
3500,9625,19259
3529,9884,19118
3593,10177,21739
3171,9633,17434
3542,8535,18248
3090,11041,18746
3236,9838,17125
3744,10204,18552
3070,11017,18105
3040,9046,16897
3577,10551,17272
3557,9799,21602
3462,12150,18696
4357,10710,16539
3915,10547,18636
3008,11061,17475
3712,9932,17060
4140,11195,18989
3386,10068,19350
3669,12104,18311
3271,8915,21453
2927,8193,19453
3865,9454,17836
3836,10920,18758
3120,12432,17332
3823,10544,17855
3445,9431,17853
2849,10847,17646
3253,11413,18925
3613,10701,20162
3651,10867,17821
3412,10078,17111
3256,14090,17393
3247,10580,21316
3916,11486,19111
3743,11872,16398
2982,11295,17950
3388,9616,20021
4121,9353,21314
3856,12023,15766
3137,11650,21114
3370,9196,17586
3623,10798,16565
3956,9421,17976
3369,11092,20475
3546,11244,17283
3626,11738,16538
3472,12019,19494
3941,9523,21078
3804,9690,20415
3598,12120,20083
3328,10393,17586
3029,10295,21017
3457,10938,18603
3622,10080,20565
4039,10912,18495
3702,9847,17060
3080,11536,19871
3907,10206,18295
3745,10006,16688
3403,10251,18370
3186,10063,18434
3167,10963,18200
3695,9269,19055
3882,10531,18705
3594,9585,18610
3277,9430,18415
3469,11189,18453
3543,12999,17390
3285,10339,18087
3440,10410,18877
3076,9783,19261
3458,11968,19674
3539,10751,19492
3233,9521,21186
3784,9727,21124
3702,12007,19049
3323,11044,16694
3180,10067,17156
3870,10842,19276
3867,9827,19143
3750,12165,17329
3702,8666,21870
3733,10723,19784
3026,10940,20744
3626,10939,23413
3737,10745,18310
3202,11384,17802
3777,9553,17482
3663,9943,16357
2891,10373,18467
3745,10732,14692
4479,13023,19163
3278,9287,17533
3838,10990,20802
3116,10794,20258
3728,9615,22896
3371,10915,18074
3611,12046,19289
3952,11640,18871
3578,9530,19239
3800,12299,22160
3703,9328,20162
3763,10057,18006
3374,10584,17136
2856,10468,20830
3577,10808,20287
4182,10863,21208
3949,9297,21460
3517,11106,18988
3720,11068,16562
3633,12353,17418
3838,10519,16265
3902,10207,16189
2986,11226,17026
3917,9449,16210
3233,12824,16888
3381,11607,18387
4131,9556,18948
3669,9970,19095
3861,9955,17099
2946,10996,19439
3993,11575,17597
3243,10514,18671
3542,9824,16612
2912,9638,18881
4173,10616,18095
3772,10825,18583
4426,11107,18979
3379,9541,17890
4371,10473,18045
3020,9072,20690
3612,11399,23785
3158,11373,19116
3092,10497,17075
3975,11250,17003
3439,11298,19919
3972,11716,17706
3016,9990,18578
4112,11954,19801
3549,12022,20326
3127,12264,19246
3554,11265,19964
3084,8871,18018
3043,9857,21316
3851,10617,19127
3583,10026,20036
3351,12530,16287
3860,10013,20992
3870,10830,19041
3853,10873,19566
3048,11180,18507
3114,11516,21522
3261,9883,19869
3802,10580,18072
3358,12632,18986
3237,9811,14684
3384,11984,19464
3386,9997,20280
3447,11030,18679
3433,10840,18834
3238,11042,17974
2982,10622,20494
3708,11449,19579
3348,9574,17291
3593,11662,18985
3937,11304,19963
3403,11332,15678
3329,10910,17196
3101,10369,15597
3639,10020,18053
3440,10691,18868
3395,10314,18776
3134,10025,17844
3819,10446,19490
3825,10874,16913
3050,10251,19581
2939,9961,16866
3891,10419,19976
3627,11850,18686
3600,11248,17803
4363,10942,15448
2722,10038,16242
4272,10925,20134
4110,11431,18772
3151,9391,21239
2730,11131,20866
3115,10461,16029
2855,9608,16366
3315,11399,20021
3837,11312,20129
3711,11420,17174
3100,11564,17956
3762,9228,20698
3483,9362,20740
3646,11905,20929
3225,10379,18026
3612,10365,19840
3430,9735,17444
3583,10264,22069
3877,9655,17715
3204,10519,19722
3856,11270,19016
3275,10722,18750
3536,10939,20330
3338,9898,17674
3646,9361,17174
3609,10700,19436
3475,8536,16671
2981,10101,18857
3656,12012,18478
3917,10951,20807
3390,10896,18813
3983,10417,22541
3585,11465,18490
3641,9482,18900
3699,9565,18900
3461,9937,19246
3383,10909,19731
3674,10132,19774
3829,9451,16748
3473,9429,21054
3860,8763,18078
3359,10370,18114
3753,10410,17733
3905,10710,19886
3627,11688,16876
3706,11509,19617
3732,10638,17895
3664,11042,19244
3908,9778,17019
3737,9085,15295
3475,10301,19370
3544,9305,15062
3256,9750,17460
3069,9645,16825
4368,8976,20077
3686,11128,18480
3059,9178,15808
4224,8223,21484
4236,10294,21221
3410,9380,16900
2851,10928,20963
3558,12094,18946
3604,10616,19305
3708,10035,17990
3816,8873,19233
3248,11478,15094
3909,11632,20015
3755,10253,19132
3283,12036,22145
3016,10608,18277
3801,8991,17190
3892,10350,21216
4042,12526,22379
3649,9747,19428
3408,9138,17973
3392,9552,18862
3351,11899,18749
3512,10341,21989
3652,9757,17904
3391,9757,21136
2879,10029,19917
3595,8786,18072
3563,10291,18584
2954,10310,19937
2932,9648,21113
3165,10191,17532
3803,10030,17718
3563,10840,16246
3976,11360,16007
3471,10162,19482
3730,10202,17126
3684,10505,22559
3382,10166,18951
3910,10900,16492
3600,11688,19014
3087,10219,15615
2829,9869,19657
3737,11624,19827
3518,11683,17287
3762,10537,20698
3051,8407,18592
3698,9671,17572
3707,10926,20172
3692,10263,17914
3433,10733,18629
3712,9778,17698
3538,10722,19978
4158,11535,17692
4087,11653,20170
4044,12091,18818
3813,10777,20283
3433,9996,16643
3268,11641,21322
3400,10326,19988
3551,10317,18581
3175,8730,18063
4127,11842,20503
3710,9790,22776
2544,10223,20311
3666,10008,18687
3384,9892,19199
4415,9384,18094
2919,10173,20449
3930,9723,17686
3472,10750,19990
3531,9889,19397
3661,11424,17123
4148,9318,18818
4012,12004,18299
4129,10920,19614
3499,10342,18818
3145,12098,19806
3948,10933,18331
3793,10131,19158
3665,10370,19128
3551,10924,18024
3135,10642,20912
2932,10593,22550
3903,12492,15257
2889,11308,17547
3274,10517,21161
4093,11849,18532
4028,11648,22060
3519,10959,16875
3276,12484,22269
3455,10661,18775
3691,11740,18716
3696,9709,20353
3112,9477,19692
3125,11478,17614
3552,10614,16346
3899,11639,18196
3732,8531,19956
3550,9423,19298
2686,10778,17493
3351,10456,16495
3450,9481,18244
3189,9933,19093
4087,11034,16423
3305,10273,23060
3513,10236,17593
3644,9648,18465
3407,12173,18379
3663,11843,17956
3658,10387,16859
2833,9002,18904
3848,10008,16492
3734,9764,16896
3156,11937,20671
3146,10574,17463
3284,9596,18128
3917,11997,20299
3381,11321,20015
3516,10404,21101
3283,11342,16242
3487,10476,15156
3929,10700,18044
3392,10326,19389
3588,9425,16893
3918,9930,18210
3479,9421,16081
3245,11514,20282
3355,9185,17998
3239,9551,17671
3594,10354,20947
4135,10600,20735
3049,10650,17367
3035,11253,17206
3248,10692,20003
3293,10733,16751
3192,11418,14077
3866,8970,18804
3360,9769,20027
3492,11839,19444
3724,8798,17111
3134,10832,18770
3131,10176,18257
3510,11189,19179
3286,10725,18446
3960,9870,16200
3517,10282,17056
3648,11148,16877
3406,9646,19222
3401,10565,15616
